bucket,scientific_name,common_name,description
VeryRare,Mobula birostris,Giant Manta Ray,"massive manta ray with 7m wingspan, black upper surface with white shoulder patches, cephalic fins flanking wide mouth"
VeryRare,Phyllidia undula,Undula,"Undula: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Homalocantha anatomica,Pele's murex,Pele's murex: marine invertebrate found on coral reefs
VeryRare,Phyllidiopsis sinaiensis,Sinaiensis,"Sinaiensis: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Xiphonectes longispinosus,Longispinosus,"Longispinosus: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Chaetodon melannotus,Blackbacked Butterflyfish,"Blackbacked Butterflyfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Heteroconger hassi,Spotted Garden Eel,"Spotted Garden Eel: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Arothron stellatus,Starry Puffer,"Starry Puffer, Stellate puffer: rounded fish that can inflate with water, beak-like fused teeth, often spotted"
VeryRare,Sepia gibba,Gibba,"Gibba: cuttlefish with W-shaped pupils, undulating fin fringe, eight arms plus two tentacles"
VeryRare,Conus sanguinolentus,blood-stained cone,blood-stained cone: marine invertebrate found on coral reefs
VeryRare,Drupa morum,mulberry drupe,mulberry drupe: marine invertebrate found on coral reefs
VeryRare,Halichoeres melanurus,Tail-spot wrasse,"Tail-spot wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Thalassoma jansenii,Jansen's wrasse,"Jansen's wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Scarus ghobban,Bluebarred Parrotfish,"Bluebarred Parrotfish, Blue-barred parrotfish: robust colorful fish with fused beak-like teeth, often blue, green, or pink coloring"
VeryRare,Chlorurus enneacanthus,Captain parrotfish,"Captain parrotfish: robust colorful fish with fused beak-like teeth, often blue, green, or pink coloring"
VeryRare,Spondylus varius,Varius,Varius: marine invertebrate found on coral reefs
VeryRare,Nassa situla,Situla,Situla: marine invertebrate found on coral reefs
VeryRare,Glossodoris hikuerensis,Pastel Rainbow Dorid,"Pastel Rainbow Dorid: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Caesio lunaris,Lunar fusilier,"Lunar fusilier: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Amblygobius semicinctus,Halfbarred Goby,"Halfbarred Goby: small bottom-dwelling fish with fused pelvic fins forming suction disc, large head"
VeryRare,Ecsenius lineatus,linear blenny,"linear blenny: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Plectropomus areolatus,Squaretail coralgrouper,"Squaretail coralgrouper: robust stocky fish with large mouth, mottled coloring, heavy body"
VeryRare,Pteria aegyptiaca,Aegyptiaca,Aegyptiaca: marine invertebrate found on coral reefs
VeryRare,Naria macandrewi,Macandrewi,Macandrewi: marine invertebrate found on coral reefs
VeryRare,Gymnodoris ceylonica,Polka-dot Gobble Dorid,Polka-dot Gobble Dorid: marine invertebrate found on coral reefs
VeryRare,Drupina lobata,lobate drupe,lobate drupe: marine invertebrate found on coral reefs
VeryRare,Periclimenes madreporae,Madreporae,"Madreporae: translucent shrimp with long antennae, often with colored markings"
VeryRare,Chlorodiella cytherea,Cytherea,Cytherea: marine invertebrate found on coral reefs
VeryRare,Lethrinus xanthochilus,Yellowlip Emperor,"Yellowlip Emperor: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Heniochus acuminatus,Longfin Bannerfish,"Longfin Bannerfish, Pennant coralfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Siganus argenteus,Silvery Rabbitfish,"Silvery Rabbitfish, Streamlined spinefoot: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Plectroglyphidodon dickii,Dick's Damselfish,"Dick's Damselfish, Blackbar devil: small oval-shaped fish, often brightly colored, territorial behavior near coral"
VeryRare,Conus nigropunctatus,Nigropunctatus,Nigropunctatus: marine invertebrate found on coral reefs
VeryRare,Bistolida erythraeensis,Erythraeensis,Erythraeensis: marine invertebrate found on coral reefs
VeryRare,Conus maldivus,Maldive cone,Maldive cone: marine invertebrate found on coral reefs
VeryRare,Metapenaeus monoceros,Speckled Shrimp,Speckled Shrimp: marine invertebrate found on coral reefs
VeryRare,Etisus frontalis,Frontalis,Frontalis: marine invertebrate found on coral reefs
VeryRare,Siganus puelloides,Blackeye rabbitfish,"Blackeye rabbitfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Morula uva,Uva,Uva: marine invertebrate found on coral reefs
VeryRare,Liocarpilodes integerrimus,Integerrimus,Integerrimus: marine invertebrate found on coral reefs
VeryRare,Gonioinfradens giardi,Giardi,"Giardi: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Anampses meleagrides,Spotted wrasse,"Spotted wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Chaetodon bennetti,Bennett's Butterflyfish,"Bennett's Butterflyfish: disc-shaped fish with pointed snout, bold stripes or spots, often yellow and white coloring"
VeryRare,Oxymonacanthus longirostris,Harlequin filefish,"Harlequin filefish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Aetobatus narinari,Spotted eagle ray,"spotted eagle ray with dark body covered in white spots and rings, pointed duck-bill snout, long whip tail"
VeryRare,Sphyraena barracuda,Great barracuda,"Great barracuda: elongated silvery fish with pointed head, prominent underbite with sharp teeth"
VeryRare,Chicoreus corrugatus,Corrugatus,Corrugatus: marine invertebrate found on coral reefs
VeryRare,Gloripallium maculosum,blood-stained scallop,blood-stained scallop: marine invertebrate found on coral reefs
VeryRare,Conus erythraeensis,Red Sea cone,Red Sea cone: marine invertebrate found on coral reefs
VeryRare,Luria pulchra,lovely cowrie,lovely cowrie: marine invertebrate found on coral reefs
VeryRare,Epiactaea nodulosa,Nodulosa,Nodulosa: marine invertebrate found on coral reefs
VeryRare,Thalassoma quinquevittatum,Fivestripe wrasse,"Fivestripe wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Lioconcha ornata,Ornata,Ornata: marine invertebrate found on coral reefs
VeryRare,Pachygrapsus minutus,Minutus,Minutus: marine invertebrate found on coral reefs
VeryRare,Zosimus aeneus,Aeneus,Aeneus: marine invertebrate found on coral reefs
VeryRare,Psaumis cavipes,Cavipes,Cavipes: marine invertebrate found on coral reefs
VeryRare,Halichoeres cosmetus,Adorned wrasse,"Adorned wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Gnathanodon speciosus,Golden Jack,"Golden Jack, Golden trevally: powerful silvery fish with forked tail, streamlined body, large eyes"
VeryRare,Ecsenius bicolor,Bicolor Blenny,"Bicolor Blenny: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Gymnothorax thyrsoideus,White Eyed Moray,"White Eyed Moray, Greyface moray: snake-like body, no pectoral fins, constantly gaping mouth showing teeth, patterns vary"
VeryRare,Trachinotus blochii,Snubnose dart,"Snubnose dart, Snubnose pompano: powerful silvery fish with forked tail, streamlined body, large eyes"
VeryRare,Murex scolopax,woodcock murex,woodcock murex: marine invertebrate found on coral reefs
VeryRare,Callistoctopus macropus,Atlantic White-Spotted Octopus,"Atlantic White-Spotted Octopus: eight arms with suckers, large intelligent eyes, highly textured skin that changes color"
VeryRare,Morula chrysostoma,Chrysostoma,Chrysostoma: marine invertebrate found on coral reefs
VeryRare,Halichoeres leucoxanthus,Canarytop wrasse,"Canarytop wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Gymnothorax breedeni,Masked Moray,"Masked Moray, Blackcheek moray: snake-like body, no pectoral fins, constantly gaping mouth showing teeth, patterns vary"
VeryRare,Pristiapogon kallopterus,Iridescent Cardinalfish,"Iridescent Cardinalfish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Penaeus semisulcatus,Green Tiger Prawn,Green Tiger Prawn: marine invertebrate found on coral reefs
VeryRare,Charybdis acutidens,Acutidens,"Acutidens: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Pterocaesio pisang,Banana fusilier,"Banana fusilier: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Oxycheilinus digramma,Cheeklined wrasse,"Cheeklined wrasse: elongated colorful fish with thick lips, continuous dorsal fin, often with intricate patterns"
VeryRare,Gymnothorax fimbriatus,Fibriated Moray,"Fibriated Moray, Darkspotted moray: snake-like body, no pectoral fins, constantly gaping mouth showing teeth, patterns vary"
VeryRare,Cantherhines pardalis,Honeycomb filefish,"Honeycomb filefish: marine fish with typical reef fish body shape, scales, and fins"
VeryRare,Aphareus furca,Smalltooth Jobfish,"Smalltooth Jobfish, Small toothed jobfish: medium-sized fish with sloping head profile, often reddish or yellowish, forked tail"
VeryRare,Nembrotha megalocera,Megalocera,Megalocera: marine invertebrate found on coral reefs
VeryRare,Circenita varia,Varia,Varia: marine invertebrate found on coral reefs
VeryRare,Tambja affinis,Springbok Wrinkle Dorid,Springbok Wrinkle Dorid: marine invertebrate found on coral reefs
VeryRare,Thalamita quadrilobata,Quadrilobata,"Quadrilobata: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Liocarpilodes armiger,Armiger,Armiger: marine invertebrate found on coral reefs
VeryRare,Eviota mikiae,Mikiae,"Mikiae: small bottom-dwelling fish with fused pelvic fins forming suction disc, large head"
VeryRare,Mauritia histrio,harlequin cowrie,harlequin cowrie: marine invertebrate found on coral reefs
VeryRare,Martadoris limaciformis,Limaciformis,Limaciformis: marine invertebrate found on coral reefs
VeryRare,Etisus electra,Electra,Electra: marine invertebrate found on coral reefs
VeryRare,Conus quercinus,Oak cone,"Oak cone, Yellow cone: marine invertebrate found on coral reefs"
VeryRare,Monomia gladiator,Gladiator,"Gladiator: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Goniobranchus geminus,Blue-ringed Rainbow Dorid,"Blue-ringed Rainbow Dorid: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Harpiliopsis beaupresii,Beaupresii,"Beaupresii: translucent shrimp with long antennae, often with colored markings"
VeryRare,Periclimenella petitthouarsii,Petitthouarsii,"Petitthouarsii: translucent shrimp with long antennae, often with colored markings"
VeryRare,Terestrombus terebellatus,Terebellatus,Terebellatus: marine invertebrate found on coral reefs
VeryRare,Conus fumigatus,Smoky Cone,Smoky Cone: marine invertebrate found on coral reefs
VeryRare,Zygita murinae,Murinae,"Murinae: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Charybdis omanensis,Omanensis,"Omanensis: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Ergalatax junionae,Junionae,Junionae: marine invertebrate found on coral reefs
VeryRare,Tapes sulcarius,furrowed venus,furrowed venus: marine invertebrate found on coral reefs
VeryRare,Strombus spec,Spec,Spec: marine invertebrate found on coral reefs
VeryRare,Vir philippinensis,Philippinensis,"Philippinensis: translucent shrimp with long antennae, often with colored markings"
VeryRare,Etisus anaglyptus,Anaglyptus,Anaglyptus: marine invertebrate found on coral reefs
VeryRare,Thalamita chaptalii,Chaptalii,"Chaptalii: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Phyllidiella zeylanica,Angular Wart Slug,"Angular Wart Slug: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Leptodius sanguineus,Sanguineus,Sanguineus: marine invertebrate found on coral reefs
VeryRare,Fusistrombus fusiformis,Fusiformis,Fusiformis: marine invertebrate found on coral reefs
VeryRare,Laevichlamys rubromaculata,Rubromaculata,Rubromaculata: marine invertebrate found on coral reefs
VeryRare,Gonioinfradens paucidentatus,Paucidentatus,"Paucidentatus: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Goniobranchus pseudodecorus,Pseudodecorus,"Pseudodecorus: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Streptopinna saccata,baggy pen shell,baggy pen shell: marine invertebrate found on coral reefs
VeryRare,Dosinia histrio,Histrio,Histrio: marine invertebrate found on coral reefs
VeryRare,Goniobranchus tritos,Tritos,"Tritos: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Pinna muricata,prickly pen shell,prickly pen shell: marine invertebrate found on coral reefs
VeryRare,Laevichlamys superficialis,Superficialis,Superficialis: marine invertebrate found on coral reefs
VeryRare,Conus geographus,Geography cone,"Geography cone, Geographer cone: marine invertebrate found on coral reefs"
VeryRare,Dolomena plicata,Plicata,Plicata: marine invertebrate found on coral reefs
VeryRare,Pitar hebraeus,zigzag clam,zigzag clam: marine invertebrate found on coral reefs
VeryRare,Conus zonatus,zoned cone,zoned cone: marine invertebrate found on coral reefs
VeryRare,Conus namocanus,namocanus cone,namocanus cone: marine invertebrate found on coral reefs
VeryRare,Talparia exusta,Exusta,Exusta: marine invertebrate found on coral reefs
VeryRare,Muricodrupa anaxares,diminuitive purpura,diminuitive purpura: marine invertebrate found on coral reefs
VeryRare,Drupa rubusidaeus,porcupine castor bean,porcupine castor bean: marine invertebrate found on coral reefs
VeryRare,Phyllidia marindica,Yellow-spined Wart Slug,"Yellow-spined Wart Slug: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Phyllidia koehleri,Koehleri,"Koehleri: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Leptodius nudipes,Nudipes,Nudipes: marine invertebrate found on coral reefs
VeryRare,Bistolida hirundo,Cowrie,Cowrie: marine invertebrate found on coral reefs
VeryRare,Conus mustelinus,weasel cone,weasel cone: marine invertebrate found on coral reefs
VeryRare,Conus gubernator,Gubernator,Gubernator: marine invertebrate found on coral reefs
VeryRare,Tambja olivaria,Olivaria,Olivaria: marine invertebrate found on coral reefs
VeryRare,Goniobranchus setoensis,Setoensis,"Setoensis: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Stylocheilus striatus,Striated Seahare,Striated Seahare: marine invertebrate found on coral reefs
VeryRare,Conus bandanus,banded marble cone,banded marble cone: marine invertebrate found on coral reefs
VeryRare,Arestorides argus,eyed cowrie,eyed cowrie: marine invertebrate found on coral reefs
VeryRare,Aplysia nigrocincta,Black-edged Sea Hare,Black-edged Sea Hare: marine invertebrate found on coral reefs
VeryRare,Naria poraria,Cowrie,Cowrie: marine invertebrate found on coral reefs
VeryRare,Ancylocaris brevicarpalis,pepperoni shrimp,"pepperoni shrimp: translucent shrimp with long antennae, often with colored markings"
VeryRare,Hapalochlaena maculosa,Southern blue-ringed octopus,"Southern blue-ringed octopus: eight arms with suckers, large intelligent eyes, highly textured skin that changes color"
VeryRare,Hypselodoris maculosa,Double-banded Split-tooth Dorid,"Double-banded Split-tooth Dorid: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Morula biconica,Biconica,Biconica: marine invertebrate found on coral reefs
VeryRare,Chicoreus saulii,Saul's murex,Saul's murex: marine invertebrate found on coral reefs
VeryRare,Conus canonicus,Canonicus,Canonicus: marine invertebrate found on coral reefs
VeryRare,Phyllidia exquisita,Yellow-edged Wart Slug,"Yellow-edged Wart Slug: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Leptodius gracilis,Gracilis,Gracilis: marine invertebrate found on coral reefs
VeryRare,Conus leopardus,leopard cone,leopard cone: marine invertebrate found on coral reefs
VeryRare,Maculotriton serriale,Serriale,Serriale: marine invertebrate found on coral reefs
VeryRare,Coralliophila clathrata,Clathrata,Clathrata: marine invertebrate found on coral reefs
VeryRare,Mauritia scurra,jester cowrie,jester cowrie: marine invertebrate found on coral reefs
VeryRare,Conus betulinus,birch cone,birch cone: marine invertebrate found on coral reefs
VeryRare,Conus magnificus,Magnificus,Magnificus: marine invertebrate found on coral reefs
VeryRare,Urocaridella antonbruunii,clear cleaner shrimp,"clear cleaner shrimp: translucent shrimp with long antennae, often with colored markings"
VeryRare,Lissocarcinus orbicularis,sea cucumber crab,"sea cucumber crab: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Geograpsus crinipes,Crinipes,Crinipes: marine invertebrate found on coral reefs
VeryRare,Xanthias lamarckii,Lamarckii,Lamarckii: marine invertebrate found on coral reefs
VeryRare,Cymo quadrilobatus,Quadrilobatus,Quadrilobatus: marine invertebrate found on coral reefs
VeryRare,Pascula ochrostoma,Ochrostoma,Ochrostoma: marine invertebrate found on coral reefs
VeryRare,Morula aspera,Aspera,Aspera: marine invertebrate found on coral reefs
VeryRare,Morula nodicostata,Nodicostata,Nodicostata: marine invertebrate found on coral reefs
VeryRare,Laevichlamys andamanica,Andamanica,Andamanica: marine invertebrate found on coral reefs
VeryRare,Pteria penguin,penguin wing-oyster,penguin wing-oyster: marine invertebrate found on coral reefs
VeryRare,Terestrombus afrobellatus,Afrobellatus,Afrobellatus: marine invertebrate found on coral reefs
VeryRare,Conus frigidus,Frigid Cone,Frigid Cone: marine invertebrate found on coral reefs
VeryRare,Galeropsis monodonta,Monodonta,Monodonta: marine invertebrate found on coral reefs
VeryRare,Goniobranchus conchyliatus,Dainty Rainbow Dorid,"Dainty Rainbow Dorid: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Pilodius areolatus,areolated xanthid crab,areolated xanthid crab: marine invertebrate found on coral reefs
VeryRare,Hypselodoris yarae,Polka-dot Split-tooth Dorid,"Polka-dot Split-tooth Dorid: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Bistolida rubiginosa,Rubiginosa,Rubiginosa: marine invertebrate found on coral reefs
VeryRare,Glossodoris cincta,Cincta,"Cincta: soft-bodied sea slug with vibrant colors, rhinophores on head, feathery gills on back"
VeryRare,Purpuradusta fimbriata,Fimbriata,Fimbriata: marine invertebrate found on coral reefs
VeryRare,Bistolida stolida,stolid cowrie,stolid cowrie: marine invertebrate found on coral reefs
VeryRare,Coralliophila erosa,Erosa,Erosa: marine invertebrate found on coral reefs
VeryRare,Chicoreus palmarosae,rose-branch murex,rose-branch murex: marine invertebrate found on coral reefs
VeryRare,Haumea minuta,Minuta,Minuta: marine invertebrate found on coral reefs
VeryRare,Lioconcha polita,Polita,Polita: marine invertebrate found on coral reefs
VeryRare,Phyllidiopsis gemmata,Ridged Wart Slug,"Ridged Wart Slug: rounded nudibranch with tubercles on back, often black and pink or yellow patterns"
VeryRare,Panulirus ornatus,Ornate spiny lobster,"Ornate spiny lobster,: spiny lobster with long antennae, no large claws, segmented tail, armored body"
VeryRare,Hymenocera picta,Harlequin Shrimp,"Harlequin Shrimp: translucent shrimp with long antennae, often with colored markings"
VeryRare,Etisus bifrontalis,Bifrontalis,Bifrontalis: marine invertebrate found on coral reefs
VeryRare,Cyclodius granulosus,Granulosus,Granulosus: marine invertebrate found on coral reefs
VeryRare,Cyclodius ungulatus,Ungulatus,Ungulatus: marine invertebrate found on coral reefs
VeryRare,Actaea spinosissima,Spinosissima,Spinosissima: marine invertebrate found on coral reefs
VeryRare,Bruciana pediger,Pediger,Pediger: marine invertebrate found on coral reefs
VeryRare,Pontonides ankeri,Ankeri,"Ankeri: translucent shrimp with long antennae, often with colored markings"
VeryRare,Panulirus longipes,longlegged spiny lobster,"longlegged spiny lobster: spiny lobster with long antennae, no large claws, segmented tail, armored body"
VeryRare,Panulirus japonicus,Japanese spiny lobster,"Japanese spiny lobster: spiny lobster with long antennae, no large claws, segmented tail, armored body"
VeryRare,Periclimenes soror,seastar shrimp,"seastar shrimp: translucent shrimp with long antennae, often with colored markings"
VeryRare,Conchodytes tridacnae,giant-clam shrimp,"giant-clam shrimp: translucent shrimp with long antennae, often with colored markings"
VeryRare,Etisus splendidus,splendid pebble crab,splendid pebble crab: marine invertebrate found on coral reefs
VeryRare,Thalamita oculea,Oculea,"Oculea: swimming crab with paddle-shaped rear legs, broad carapace"
VeryRare,Liomera cinctimanus,Cinctimanus,Cinctimanus: marine invertebrate found on coral reefs
VeryRare,Pseudoliomera hellerii,Hellerii,Hellerii: marine invertebrate found on coral reefs
VeryRare,Palapedia nitida,Nitida,Nitida: marine invertebrate found on coral reefs
VeryRare,Cyclodius nitidus,Nitidus,Nitidus: marine invertebrate found on coral reefs
VeryRare,Cyclodius obscurus,Obscurus,Obscurus: marine invertebrate found on coral reefs
VeryRare,Tweedieia odhneri,Odhneri,Odhneri: marine invertebrate found on coral reefs
VeryRare,Actaeodes tomentosus,Tomentosus,Tomentosus: marine invertebrate found on coral reefs
VeryRare,Planes minutus,Gulfweed Crab,Gulfweed Crab: marine invertebrate found on coral reefs
VeryRare,Odontonia rufopunctata,Rufopunctata,"Rufopunctata: translucent shrimp with long antennae, often with colored markings"
